Date                                    , Status                                  , ProjName                                , BoardDefShortName                       , BoardDefName                            , SynthName                               , ImplName                                , SynthInfo                               , SynthWarnings                           , SynthCritWarnings                       , SynthError                              , ImplInfo                                , ImplWarnings                            , ImplCritWarnings                        , ImplError                               , ImplDRCWarnings                         , ImplDRCError                            , ImplTimingWNS                           , ImplTimingFaildEndpoints                , ImplTimingTNS                           ,
2018-09-13T01:14:36                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 138                                     , 106                                     , 0                                       , 0                                       , 31                                      , 19                                      , 1                                       , 0                                       , 19                                      ,  0                                      , 0.256                                   , 0                                       , 0.000                                   ,
2018-09-14T03:19:40                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 146                                     , 106                                     , 0                                       , 0                                       , 29                                      , 19                                      , 1                                       , 0                                       , 19                                      ,  0                                      , 0.215                                   , 0                                       , 0.000                                   ,
2018-09-14T23:49:19                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 146                                     , 106                                     , 0                                       , 0                                       , 29                                      , 19                                      , 1                                       , 0                                       , 19                                      ,  0                                      , -2.441                                  , 32                                      , -73.733                                 ,
2018-09-16T00:42:20                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 145                                     , 132                                     , 0                                       , 0                                       , 13                                      , 96                                      , 1                                       , 3                                       , 118                                     ,  2                                      , -2.543                                  , 34                                      , -76.183                                 ,
2018-09-16T01:37:40                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 145                                     , 113                                     , 0                                       , 0                                       , 16                                      , 96                                      , 1                                       , 0                                       , 118                                     ,  0                                      , -2.435                                  , 32                                      , -74.303                                 ,
2018-09-16T09:31:01                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 145                                     , 113                                     , 0                                       , 0                                       , 16                                      , 96                                      , 1                                       , 0                                       , 118                                     ,  0                                      , -2.436                                  , 32                                      , -73.914                                 ,
2018-09-16T19:50:46                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 145                                     , 113                                     , 0                                       , 0                                       , 16                                      , 96                                      , 1                                       , 0                                       , 118                                     ,  0                                      , -2.474                                  , 32                                      , -75.538                                 ,
2018-09-18T22:02:35                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 139                                     , 113                                     , 0                                       , 0                                       , 16                                      , 94                                      , 0                                       , 0                                       , 116                                     ,  0                                      , -2.446                                  , 32                                      , -74.550                                 ,
2018-09-20T01:17:24                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 139                                     , 113                                     , 0                                       , 0                                       , 16                                      , 94                                      , 0                                       , 0                                       , 116                                     ,  0                                      , -2.439                                  , 32                                      , -73.929                                 ,
2018-09-20T21:18:16                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 141                                     , 113                                     , 0                                       , 0                                       , 16                                      , 94                                      , 0                                       , 0                                       , 116                                     ,  0                                      , -2.502                                  , 33                                      , -75.677                                 ,
2018-09-20T23:34:47                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 139                                     , 113                                     , 0                                       , 0                                       , 16                                      , 94                                      , 0                                       , 0                                       , 116                                     ,  0                                      , -2.476                                  , 32                                      , -74.825                                 ,
2018-09-21T21:54:27                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 139                                     , 113                                     , 0                                       , 0                                       , 16                                      , 94                                      , 0                                       , 0                                       , 116                                     ,  0                                      , -2.588                                  , 33                                      , -76.384                                 ,
2018-09-22T04:04:20                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 139                                     , 113                                     , 0                                       , 0                                       , 16                                      , 104                                     , 0                                       , 0                                       , 126                                     ,  0                                      , -2.681                                  , 1                                       , -2.681                                  ,
2018-09-22T18:30:14                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 139                                     , 113                                     , 0                                       , 0                                       , 16                                      , 104                                     , 0                                       , 0                                       , 126                                     ,  0                                      , -2.650                                  , 1                                       , -2.650                                  ,
2018-09-22T21:53:56                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 139                                     , 113                                     , 0                                       , 0                                       , 16                                      , 104                                     , 0                                       , 0                                       , 126                                     ,  0                                      , -2.550                                  , 1                                       , -2.550                                  ,
2018-09-23T01:59:19                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 139                                     , 113                                     , 0                                       , 0                                       , 16                                      , 104                                     , 0                                       , 0                                       , 126                                     ,  0                                      , -2.702                                  , 1                                       , -2.702                                  ,
2018-09-23T22:43:34                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 139                                     , 113                                     , 0                                       , 0                                       , 16                                      , 94                                      , 0                                       , 0                                       , 116                                     ,  0                                      , -2.439                                  , 1                                       , -2.439                                  ,
2018-10-14T17:17:49                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 139                                     , 113                                     , 0                                       , 0                                       , 16                                      , 94                                      , 0                                       , 0                                       , 116                                     ,  0                                      , -2.587                                  , 1                                       , -2.587                                  ,
2018-10-16T00:17:17                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 139                                     , 113                                     , 0                                       , 0                                       , 16                                      , 94                                      , 0                                       , 0                                       , 116                                     ,  0                                      , -2.605                                  , 1                                       , -2.605                                  ,
2018-10-16T22:13:19                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 141                                     , 115                                     , 0                                       , 0                                       , 16                                      , 94                                      , 0                                       , 0                                       , 116                                     ,  0                                      , 0.267                                   , 0                                       , 0.000                                   ,
2018-10-20T16:55:38                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 141                                     , 115                                     , 0                                       , 0                                       , 16                                      , 94                                      , 0                                       , 0                                       , 116                                     ,  0                                      , 0.331                                   , 0                                       , 0.000                                   ,
2018-10-21T18:46:23                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 141                                     , 115                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 214                                     ,  0                                      , -23.085                                 , 465                                     , -581.867                                ,
2018-10-21T20:06:42                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 141                                     , 115                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 214                                     ,  0                                      , -23.323                                 , 449                                     , -340.195                                ,
2018-10-21T21:26:35                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 141                                     , 115                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 214                                     ,  0                                      , -22.966                                 , 435                                     , -533.853                                ,
2018-10-24T23:33:30                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 141                                     , 115                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 214                                     ,  0                                      , -23.055                                 , 689                                     , -644.395                                ,
2018-10-25T01:03:18                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 141                                     , 115                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 218                                     ,  0                                      , -23.253                                 , 1163                                    , -1079.066                               ,
2018-10-25T23:49:07                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 141                                     , 115                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 218                                     ,  0                                      , -23.709                                 , 1227                                    , -2306.880                               ,
2018-10-26T01:15:02                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 141                                     , 115                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 218                                     ,  0                                      , -23.521                                 , 822                                     , -1185.213                               ,
2018-11-01T00:42:06                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 141                                     , 115                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 218                                     ,  0                                      , -24.240                                 , 890                                     , -1031.048                               ,
2018-11-03T03:36:19                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 141                                     , 115                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 218                                     ,  0                                      , -23.781                                 , 1701                                    , -5037.936                               ,
2018-11-12T21:24:11                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 218                                     ,  0                                      , -22.862                                 , 1136                                    , -1011.949                               ,
2018-11-12T22:35:07                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 218                                     ,  0                                      , -23.085                                 , 760                                     , -599.548                                ,
2018-11-16T22:21:57                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 218                                     ,  0                                      , -23.300                                 , 1695                                    , -2113.083                               ,
2018-12-09T22:56:50                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 218                                     ,  0                                      , -23.191                                 , 1368                                    , -1497.963                               ,
2018-12-10T23:04:21                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 218                                     ,  0                                      , -23.710                                 , 2053                                    , -3032.073                               ,
2018-12-13T19:37:19                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 17                                      , 144                                     , 0                                       , 0                                       , 218                                     ,  0                                      , -23.231                                 , 2333                                    , -8009.098                               ,
2018-12-15T01:17:26                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 17                                      , 145                                     , 0                                       , 0                                       , 219                                     ,  0                                      , -24.453                                 , 3503                                    , -10318.288                              ,
2018-12-16T01:15:32                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 17                                      , 145                                     , 0                                       , 0                                       , 219                                     ,  0                                      , -24.023                                 , 2517                                    , -4413.768                               ,
2018-12-16T23:08:19                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 17                                      , 145                                     , 0                                       , 0                                       , 219                                     ,  0                                      , -23.506                                 , 1847                                    , -2797.912                               ,
2018-12-17T01:03:14                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 149                                     , 116                                     , 0                                       , 0                                       , 17                                      , 145                                     , 0                                       , 0                                       , 219                                     ,  0                                      , -24.007                                 , 2699                                    , -5902.354                               ,
2018-12-17T23:40:45                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 149                                     , 116                                     , 0                                       , 0                                       , 17                                      , 145                                     , 0                                       , 0                                       , 219                                     ,  0                                      , -23.384                                 , 2102                                    , -5002.903                               ,
2018-12-19T23:40:45                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 17                                      , 145                                     , 0                                       , 0                                       , 219                                     ,  0                                      , -3.597                                  , 277                                     , -169.917                                ,
2019-01-03T23:17:36                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 17                                      , 145                                     , 0                                       , 0                                       , 219                                     ,  0                                      , -3.970                                  , 72                                      , -98.170                                 ,
2019-01-06T22:02:59                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 17                                      , 145                                     , 0                                       , 0                                       , 219                                     ,  0                                      , -3.731                                  , 611                                     , -145.468                                ,
2019-01-07T22:09:52                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 17                                      , 145                                     , 0                                       , 0                                       , 219                                     ,  0                                      , -3.731                                  , 611                                     , -145.468                                ,
2019-01-08T20:06:35                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 16                                      , 95                                      , 0                                       , 0                                       , 117                                     ,  0                                      , -3.737                                  , 65                                      , -97.202                                 ,
2019-01-13T19:38:05                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 16                                      , 104                                     , 0                                       , 0                                       , 126                                     ,  0                                      , -3.785                                  , 76                                      , -97.110                                 ,
2019-01-14T23:38:08                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 16                                      , 104                                     , 0                                       , 0                                       , 126                                     ,  0                                      , -3.773                                  , 87                                      , -105.662                                ,
2019-01-16T23:27:02                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 16                                      , 104                                     , 0                                       , 0                                       , 126                                     ,  0                                      , -4.100                                  , 74                                      , -98.333                                 ,
2019-01-19T18:33:22                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 147                                     , 116                                     , 0                                       , 0                                       , 16                                      , 104                                     , 0                                       , 0                                       , 126                                     ,  0                                      , -4.100                                  , 74                                      , -98.333                                 ,
2019-01-21T22:12:41                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 16                                      , 112                                     , 0                                       , 0                                       , 133                                     ,  0                                      , 0.156                                   , 0                                       , 0.000                                   ,
2019-01-22T22:38:26                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 16                                      , 112                                     , 0                                       , 0                                       , 133                                     ,  0                                      , 0.105                                   , 0                                       , 0.000                                   ,
2019-01-24T21:24:13                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 16                                      , 112                                     , 0                                       , 0                                       , 133                                     ,  0                                      , 0.018                                   , 0                                       , 0.000                                   ,
2019-02-05T00:13:08                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 17                                      , 165                                     , 0                                       , 0                                       , 412                                     ,  0                                      , 0.160                                   , 0                                       , 0.000                                   ,
2019-02-05T22:23:10                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 17                                      , 165                                     , 0                                       , 0                                       , 412                                     ,  0                                      , 0.220                                   , 0                                       , 0.000                                   ,
2019-02-06T20:13:46                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 17                                      , 165                                     , 0                                       , 0                                       , 412                                     ,  0                                      , 0.006                                   , 0                                       , 0.000                                   ,
2019-02-07T21:10:31                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 17                                      , 165                                     , 0                                       , 0                                       , 412                                     ,  0                                      , 0.199                                   , 0                                       , 0.000                                   ,
2019-02-17T01:50:19                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 17                                      , 156                                     , 0                                       , 0                                       , 403                                     ,  0                                      , -33.807                                 , 6832                                    , -20788.438                              ,
2019-02-17T16:33:23                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 17                                      , 156                                     , 0                                       , 0                                       , 403                                     ,  0                                      , -33.406                                 , 5395                                    , -9102.748                               ,
2019-02-18T21:22:06                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 17                                      , 156                                     , 0                                       , 0                                       , 403                                     ,  0                                      , -2.797                                  , 890                                     , -314.255                                ,
2019-02-19T21:58:25                     , Error                                   , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 125                                     , 0                                       , 0                                       , 17                                      , 156                                     , 0                                       , 0                                       , 403                                     ,  0                                      , -2.797                                  , 890                                     , -314.255                                ,
2019-02-20T00:40:07                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 17                                      , 156                                     , 0                                       , 0                                       , 403                                     ,  0                                      , 0.064                                   , 0                                       , 0.000                                   ,
2019-02-22T00:11:09                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 17                                      , 156                                     , 0                                       , 0                                       , 403                                     ,  0                                      , 0.071                                   , 0                                       , 0.000                                   ,
2019-02-22T02:02:44                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 17                                      , 156                                     , 0                                       , 0                                       , 403                                     ,  0                                      , 0.226                                   , 0                                       , 0.000                                   ,
2019-04-07T22:21:50                     , Ok                                      , ZEDBOARD                                , zed                                     , em.avnet.com:zed:part0:1.4              , synth_1                                 , impl_1                                  , 134                                     , 119                                     , 0                                       , 0                                       , 19                                      , 156                                     , 0                                       , 0                                       , 403                                     ,  0                                      , 0.149                                   , 0                                       , 0.000                                   ,
